1111010700100800000027422|1111053000|사직동|03170||||구두수선대|0
1111010700101320006000001|1111053000|사직동|03170||||구두수선대|0
1111010700101800000000001|1111053000|사직동|03170||||구두수선대|0
1111010900101660073030347|1111051500|청운효자동|03038||||화운주택|0
1111011600100640001000001|1111053000|사직동|03173||||가로판매대|0
1111011700100090001000001|1111053000|사직동|03173||||구두수선대|0
1111011700100110000000001|1111053000|사직동|03172||||가로판매대|0
1111011700100110002000001|1111053000|사직동|03172||||가로판매대|0
1111011800100250001000001|1111053000|사직동|03173||||구두수선대|0
1111011900100010080000001|1111053000|사직동|03186||||가로판매대|0
1111011900102150000000001|1111053000|사직동|03186||||가로판매대|0
1111012000100050004000001|1111053000|사직동|03182||||가로판매대|0
1111012000100050004000002|1111053000|사직동|03183||||가로판매대|0
1111012000100050004000003|1111053000|사직동|03186||||구두수선대|0
1111012000100050004000004|1111053000|사직동|03182||||구두수선대|0
1111012000100050004000005|1111053000|사직동|03183||||구두수선대|0
1111012000100050004000006|1111053000|사직동|03185||||가로판매대|0
1111012000100050004000007|1111053000|사직동|03186||||가로판매대|0
1111012000100570000029051|1111053000|사직동|03182||||밴티지 타워(Vantage Tower)|0
1111012100100010171028338|1111053000|사직동|03176||||새문집|1
1111012100100150000000001|1111053000|사직동|03184||||구두수선대|0
1111012100100150000000002|1111053000|사직동|03184||||가로판매|0
1111012200101880003000001|1111061500|종로1.2.3.4가동|03156||||구두수선|0
1111012300100010003000001|1111061500|종로1.2.3.4가동|03188||||구두수선대|0
1111012300100260001000001|1111061500|종로1.2.3.4가동|03188||||가로판매대|0
1111012400100440001000001|1111061500|종로1.2.3.4가동|03151||||구두수선대|0
1111012400101460008000001|1111061500|종로1.2.3.4가동|03152||||구두수선대|0
1111012600100540000000001|1111061500|종로1.2.3.4가동|03157||||구두수선|0
1111012600100540000000002|1111061500|종로1.2.3.4가동|03155||||가로판매대|0
1111012600100540000000003|1111061500|종로1.2.3.4가동|03159||||가로판매대|0
1111012600100540000000004|1111061500|종로1.2.3.4가동|03155||||구두수선대|0
1111012600100540000000005|1111061500|종로1.2.3.4가동|03188||||가로판매대|0
1111012600100820000000001|1111061500|종로1.2.3.4가동|03188||||구두수선대|0
1111012600100820000000002|1111061500|종로1.2.3.4가동|03188||||가로판매대|0
1111012700100700000017546|1111061500|종로1.2.3.4가동|03161||||가로판매대|0
1111012700101190000000001|1111061500|종로1.2.3.4가동|03161||||구두수선대|0
1111012800101130000000001|1111061500|종로1.2.3.4가동|03146||||가로판매대|0
1111012800101550002017054|1111061500|종로1.2.3.4가동|03145|||||0
1111012900100690002000001|1111061500|종로1.2.3.4가동|03149||||구두수선대|0
1111013100101760000016556|1111061500|종로1.2.3.4가동|03134|||||0
1111013400100490000000001|1111061500|종로1.2.3.4가동|03148||||구두수선대|0
1111013500100130014000001|1111061500|종로1.2.3.4가동|03190||||구두수선대|0
1111013500100130022000001|1111061500|종로1.2.3.4가동|03189||||구두수선대|0
1111013500100260000015399|1111061500|종로1.2.3.4가동|03191|||||0
1111013500102910002000001|1111061500|종로1.2.3.4가동|03189||||가로판매대|0
1111013600100750005000001|1111061500|종로1.2.3.4가동|03164||||구두수선대|0
1111013700102200004017878|1111061500|종로1.2.3.4가동|03140||||구두수선대|0
1111013800100010002000001|1111061500|종로1.2.3.4가동|03161||||가로판매대|0
1111013800100010002000002|1111061500|종로1.2.3.4가동|03164||||가로판매대|0
1111013800100010002000003|1111061500|종로1.2.3.4가동|03164||||가로판매대|0
1111013800100010002000004|1111061500|종로1.2.3.4가동|03164||||가로판매대|0
1111013800100010002000005|1111061500|종로1.2.3.4가동|03161||||구두수선대|0
1111013800100340002000001|1111061500|종로1.2.3.4가동|03140||||구두수선대|0
1111013800100840011000001|1111061500|종로1.2.3.4가동|03189||||가로판매대|0
1111013800100840011000002|1111061500|종로1.2.3.4가동|03189||||가로판매대|0
1111013800100840011000003|1111061500|종로1.2.3.4가동|03189||||가로판매대|0
1111013800100840011000004|1111061500|종로1.2.3.4가동|03190||||가로판매대|0
1111013800100840011000005|1111061500|종로1.2.3.4가동|03190||||가로판매대|0
1111013800100840011000006|1111061500|종로1.2.3.4가동|03190||||가로판매대|0
1111013800100840011000007|1111061500|종로1.2.3.4가동|03190||||가로판매대|0
1111013900101120005026923|1111054000|삼청동|03054||||정연재|0
1111014100101630001000001|1111054000|삼청동|03060||||구두수선대|0
1111014700100840052000001|1111060000|가회동|03059||||구두수선대|0
1111014800101400111000001|1111060000|가회동|03058||||구두수선대|0
1111015100100200005000002|1111061500|종로1.2.3.4가동|03139||||구두수선대|0
1111015100100580002000001|1111061500|종로1.2.3.4가동|03138||||가로판매대|0
1111015200100110003015256|1111061500|종로1.2.3.4가동|03134|||||0
1111015300100570001000001|1111061500|종로1.2.3.4가동|03139||||구두수선대|0
1111015500100040007000001|1111061500|종로1.2.3.4가동|03191||||구두수선대|0
1111015500101370001000001|1111061500|종로1.2.3.4가동|03192||||가로판매대|0
1111015500101370001000002|1111061500|종로1.2.3.4가동|03192||||구두수선대|0
1111015500101370001000003|1111061500|종로1.2.3.4가동|03192||||구두수선대|0
1111015600100100005000002|1111061500|종로1.2.3.4가동|03139||||가로판매|0
1111015600100100005000003|1111061500|종로1.2.3.4가동|03139||||가로판매대|0
1111015600100100005000004|1111061500|종로1.2.3.4가동|03139||||가로판매|0
1111015600100100005000005|1111061500|종로1.2.3.4가동|03139||||구두수선대|0
1111015600100100005000006|1111061500|종로1.2.3.4가동|03138||||구두수선대|0
1111015600100100005000007|1111061500|종로1.2.3.4가동|03138||||가로판매|0
1111015600100230002000001|1111061500|종로1.2.3.4가동|03139||||가로판매|0
1111015600100450004000001|1111061500|종로1.2.3.4가동|03193||||가로판매대|0
1111015600100450004000002|1111061500|종로1.2.3.4가동|03138||||가로판매|0
1111015600100450004000003|1111061500|종로1.2.3.4가동|03135||||가로판매대|0
1111015600100450004000004|1111061500|종로1.2.3.4가동|03135||||가로판매대|0
1111015600100450004000005|1111061500|종로1.2.3.4가동|03193||||구두수선대|0
1111015600101370003000001|1111061500|종로1.2.3.4가동|03192||||가로판매대|0
1111015600101370003000002|1111061500|종로1.2.3.4가동|03192||||가로판매대|0
1111015600101370003000003|1111061500|종로1.2.3.4가동|03192||||가로판매대|0
1111015600101370003000004|1111061500|종로1.2.3.4가동|03192||||가로판매대|0
