1111011900102150000000001|111102005001|01|0|145|2|03186|31|||0
1111011900100010080000001|111102005001|01|0|147|2|03186|31|||0
1111013400100490000000001|111102100001|02|0|447|2|03148|31|||0
1111013500100130014000001|111102100001|03|0|385|3|03190|31|||0
1111013600100750005000001|111102100001|04|0|405|2|03164|31|||0
1111013800100840011000006|111102100001|06|0|395|2|03190|31|||0
1111017600100040001000001|111103000008|01|0|156|6|03180|31|||0
1111017600100550003000001|111103000008|01|0|162|2|03180|31|||0
1111018700100410007000001|111103000008|06|0|244|1|03030|31|||0
1111018700100110011000001|111103000008|06|0|250|2|03030|31|||0
1111016300101940001000007|111103005001|01|0|399|2|03195|31|||0
1111016300101940001000004|111103005001|01|0|404|3|03196|31|||0
1111016300101940001000003|111103005001|01|0|405|4|03195|31|||0
1111012000100570000029051|111103005004|03|0|75|0|03182|71|||0
1111012000100050004000006|111103005004|03|0|80|2|03185|31|||0
1111012000100050004000001|111103005004|03|0|81|2|03182|31|||0
1111012000100050004000004|111103005004|03|0|85|2|03182|31|||0
1111012000100050004000003|111103005004|03|0|90|1|03186|31|||0
1111012000100050004000005|111103005004|03|0|97|2|03183|31|||0
1111012000100050004000002|111103005004|03|0|101|2|03183|31|||0
1111012000100050004000007|111103005004|03|0|102|2|03186|31|||0
1111012100100150000000002|111103005004|04|0|36|2|03184|31|||0
1111012100100150000000001|111103005004|04|0|56|1|03184|31|||0
1111013700102200004017878|111103005006|01|0|115|2|03140|31|||0
1111015500101370001000001|111103005006|03|0|82|2|03192|31|||0
1111015500101370001000002|111103005006|03|0|82|3|03192|31|||0
1111015500101370001000003|111103005006|03|0|92|2|03192|31|||0
1111017400100800005005513|111103005007|01|0|51|1|03103|31|||0
1111015800101870002000002|111103005008|03|0|75|2|03194|31|||0
1111016900101200000000001|111103005008|06|0|271|3|03075|31|||0
1111016900101200000000002|111103005008|06|0|273|3|03075|31|||0
1111016600100280002010853|111103005008|10|0|202|1|03080|31|||0
1111015700100280001000001|111103100001|01|0|6|2|03130|31|||0
1111016000101880012013343|111103100001|02|0|18|4|03129|31|||0
1111016000101880011000001|111103100001|02|0|18|8|03129|51|||0
1111016000101880012013342|111103100001|02|0|18|10|03129|63|||0
1111016000101880004012421|111103100001|02|0|18|12|03129|63|||0
1111016000101880013012533|111103100001|02|0|18|14|03129|63|||0
1111016200102970002000001|111103100002|02|0|9|2|03129|31|||0
1111016600100280003000001|111103100002|05|0|97|1|03082|31|||0
1111016600100010003000001|111103100002|05|0|103|2|03080|31|||0
1111016600100040001000001|111103100002|05|0|107|1|03080|31|||0
1111016800100010024000001|111103100002|06|0|110|1|03086|31|||0
1111016900100900014000001|111103100002|07|0|146|2|03084|31|||0
1111017200100960000000001|111103100002|08|0|117|1|03080|31|||0
1111015100100580002000001|111103100003|02|0|28|2|03138|31|||0
1111015100100200005000002|111103100003|02|0|31|2|03139|31|||0
1111015600100230002000001|111103100003|05|0|23|2|03139|31|||0
1111015600100100005000006|111103100003|05|0|24|2|03138|31|||0
1111015600100100005000007|111103100003|05|0|24|3|03138|31|||0
1111014700100840052000001|111103100004|04|0|12|2|03059|31|||0
1111012700100700000017546|111103100009|02|0|22|2|03161|31|||0
1111012700101190000000001|111103100009|02|0|30|2|03161|31|||0
1111012900100690002000001|111103100009|04|0|40|2|03149|31|||0
1111013500102910002000001|111103100009|05|0|4|2|03189|31|||0
1111012300100010003000001|111103100009|06|0|3|1|03188|31|||0
1111012300100260001000001|111103100009|06|0|7|2|03188|31|||0
1111012800101130000000001|111103100010|03|0|40|1|03146|31|||0
1111014100101630001000001|111103100010|08|0|45|2|03060|31|||0
1111016400102870003000002|111103100010|15|0|309|2|03119|31|||0
1111016500101050002010258|111103100010|16|0|228|0|03123|31|||0
1111016500101050002010256|111103100010|16|0|228|0|03123|63|||0
1111016500101050002010257|111103100010|16|0|230|6|03123|63|||0
1111012600100540000000002|111103100013|02|0|13|2|03155|31|||0
1111012600100540000000004|111103100013|02|0|13|3|03155|31|||0
1111012600100820000000002|111103100013|02|0|20|1|03188|31|||0
1111012600100820000000001|111103100013|02|0|20|2|03188|31|||0
1111012600100540000000001|111103100013|02|0|27|2|03157|31|||0
1111012600100540000000003|111103100013|02|0|35|2|03159|31|||0
1111012600100540000000005|111103100013|02|0|38|2|03188|31|||0
1111013800100010002000001|111103100013|06|0|57|2|03161|31|||0
1111013800100010002000005|111103100013|06|0|57|3|03161|31|||0
1111013800100840011000001|111103100013|06|0|64|2|03189|31|||0
1111013800100840011000002|111103100013|06|0|66|2|03189|31|||0
1111013800100010002000002|111103100013|06|0|67|2|03164|31|||0
1111013800100840011000003|111103100013|06|0|70|2|03189|31|||0
1111013800100840011000004|111103100013|06|0|76|2|03190|31|||0
1111013800100010002000003|111103100013|06|0|77|2|03164|31|||0
1111013800100840011000005|111103100013|06|0|80|4|03190|31|||0
1111013800100840011000007|111103100013|06|0|86|3|03190|31|||0
1111013800100010002000004|111103100013|06|0|89|2|03164|31|||0
1111013800100340002000001|111103100013|06|0|103|1|03140|31|||0
1111015600100100005000002|111103100013|08|0|111|4|03139|31|||0
1111015600101370003000001|111103100013|08|0|116|4|03192|31|||0
1111015600100100005000003|111103100013|08|0|117|4|03139|31|||0
1111015600101370003000002|111103100013|08|0|118|4|03192|31|||0
1111015600100100005000004|111103100013|08|0|121|4|03139|31|||0
1111015600100100005000005|111103100013|08|0|121|5|03139|31|||0
1111015600101370003000003|111103100013|08|0|122|3|03192|31|||0
1111015600101370003000004|111103100013|08|0|128|2|03192|31|||0
1111015600101370003000005|111103100013|08|0|128|3|03192|31|||0
1111015600100450004000005|111103100013|08|0|136|3|03193|31|||0
1111015600100450004000002|111103100013|08|0|137|3|03138|31|||0
1111015600100450004000003|111103100013|08|0|147|2|03135|31|||0
1111015600100450004000001|111103100013|08|0|150|3|03193|31|||0
1111015600100450004000004|111103100013|08|0|153|2|03135|31|||0
1111016100100320008000001|111103100013|10|0|160|3|03194|31|||0
1111016100100320008000003|111103100013|10|0|160|4|03194|31|||0
1111016100100320008000002|111103100013|10|0|176|2|03194|31|||0
1111016100101350002000001|111103100013|10|0|186|2|03195|31|||0
1111016100101350002000002|111103100013|10|0|190|2|03195|31|||0
1111016100101830000000001|111103100013|10|0|191|3|03130|31|||0
1111016100101830000000002|111103100013|10|0|191|4|03130|31|||0
1111016300100820001000002|111103100013|11|0|203|2|03129|31|||0
1111016300101940001000002|111103100013|11|0|214|2|03195|31|||0
1111016300100820001000003|111103100013|11|0|215|2|03129|31|||0
1111016300101940001000005|111103100013|11|0|222|2|03196|31|||0
1111016300101940001000006|111103100013|11|0|228|2|03196|31|||0
1111016300101940001000008|111103100013|11|0|236|3|03197|31|||0
1111016300100110002000001|111103100013|11|0|237|2|03126|31|||0
1111016300102690003000001|111103100013|11|0|254|3|03197|31|||0
1111016300100370008012859|111103100013|11|0|258|2|03197|31|||0
1111016400100940001011758|111103100013|12|0|262|1|03198|31|||0
1111016400100940001011759|111103100013|12|0|270|1|03198|31|||0
1111016400102720001000002|111103100013|12|0|274|1|03198|31|||0
1111017400104420001000001|111103100013|13|0|299|3|03106|31|||0
1111017400104420001000002|111103100013|13|0|303|2|03106|31|||0
1111017400102040014000001|111103100013|13|0|311|2|03106|31|||0
1111017400105070002000001|111103100013|13|0|312|2|03119|31|||0
1111017400103300055000001|111103100013|13|0|326|2|03121|31|||0
1111017400102040008000001|111103100013|13|0|335|2|03104|31|||0
1111017400102040008000002|111103100013|13|0|335|4|03104|31|||0
1111017500101720006000001|111103100013|14|0|378|3|03115|31|||0
1111017500101830002000001|111103100013|14|0|383|3|03112|31|||0
1111017500113110000000001|111103100013|14|0|411|3|03111|31|||0
1111017500113110000000002|111103100013|14|0|411|4|03111|31|||0
1111018400102780013000001|111103100014|03|0|149|11|03022|71|||0
1111018300102350001000001|111103100023|01|0|59|2|03009|31|||0
1111018300100660028021259|111103100023|01|0|143|0|03004|71|||0
1111012100100010171028338|111104100007|02|0|3|11|03176|31|||0
1111014800101400111000001|111104100014|02|0|28|2|03058|31|||0
1111017400106690002003784|111104100021|01|0|13|0|03101|31|||0
1111017500113980001000001|111104100028|01|0|10|1|03116|31|||0
1111015300100570001000001|111104100051|03|0|9|2|03139|31|||0
1111018100102100482019412|111104100129|01|0|17|0|03026|71|||1
1111011800100250001000001|111104100135|05|0|40|1|03173|31|||0
1111010700101320006000001|111104100135|07|0|47|1|03170|31|||0
1111013900101120005026923|111104100154|01|0|19|14|03054|71|||0
1111010700100800000027422|111104100159|01|0|38|1|03170|31|||0
1111011600100640001000001|111104100159|03|0|1|2|03173|31|||0
1111011700100090001000001|111104100159|04|0|1|3|03173|31|||0
1111010700101800000000001|111104100160|01|0|49|1|03170|31|||0
1111011700100110000000001|111104100160|03|0|20|2|03172|31|||0
1111015200100110003015256|111104100163|02|0|67|0|03134|31|||0
1111015200100110003015255|111104100163|02|0|67|0|03134|63|||0
1111011700100110002000001|111104100190|02|0|20|2|03172|31|||0
1111015500100210010016004|111104100194|01|0|17|0|03192|63|||0
1111010900101660073030347|111104100207|01|0|32|2|03038|71|||0
1111013100101760000016556|111104100216|02|0|49|1|03134|31|||0
1111013100101760000016555|111104100216|02|0|49|1|03134|63|||0
1111013100101760000013414|111104100216|02|0|49|3|03134|63|||0
1111012400100440001000001|111104100237|01|0|60|2|03151|31|||0
1111012800101550002017054|111104100259|01|0|49|0|03145|31|||0
1111012800101550002014591|111104100259|01|0|49|0|03145|63|||0
1111013500100260000015399|111104100309|01|0|24|0|03191|71|||0
1111015500100040007000001|111104100309|02|0|14|1|03191|31|||0
1111016700102070013012504|111104100331|02|0|5|7|03125|51|||0
1111016400102420004000001|111104100338|01|0|21|2|03125|31|||0
1111017400104550011000001|111104100346|01|0|17|2|03120|31|||0
1111012200101880003000001|111104100360|01|0|33|2|03156|31|||0
1111012400101460008000001|111104100360|02|0|89|2|03152|31|||0
1111017500100720028002986|111104100367|01|0|29|0|03113|31|||0
1111017500100720028002930|111104100367|01|0|29|0|03113|63|||0
1111013500100130022000001|111104100375|01|0|5|8|03189|31|||0
1111015800100270005000001|111104100402|01|0|1|2|03194|31|||0
1111016000100010035000001|111104100404|03|0|59|1|03127|31|||0
1111015900100660049015589|111104100406|01|0|20|5|03127|51|||0
1111016900100910006000001|111104100416|01|0|3|1|03077|31|||0
1111017400106690002003783|111104100434|01|0|17|0|03101|63|||0
1111017400106470028004460|111104100438|01|0|6|18|03097|31|||0
1111018300104430013000001|111104100517|01|0|29|4|03003|31|||0
1111018300102950007021886|111104100519|02|0|3|5|03008|31|||0
1111017000100410005008735|111104100544|01|0|8|0|03068|71|||0
1111018500100660002025412|111104100554|01|0|8|0|03015|51|||0
1114016100100480004019743|111403005006|03|0|23|15|04552|63|||0
1114016600100550004022519|111403005010|02|0|103|0|04516|51|||0
1114016200101710000005088|111403005011|01|0|407|0|04580|71|||0
1114013800100190002000001|111403101011|14|0|210|19|04625|51|||0
1114013800100240003018072|111403101012|01|0|13|0|04624|63|||0
1114013900100790019018522|111403101012|02|0|84|6|04622|63|||0
1114013900100790019018523|111403101012|02|0|84|8|04622|31|||0
1114016200100620040003481|111404103056|01|0|29|0|04584|31|||0
1114016200100520050004276|111404103067|01|0|22|0|04585|31|||0
1114016200100520050004275|111404103067|01|0|22|0|04585|63|||0
1114016200104240001009170|111404103090|01|0|23|0|04607|31|||0
1114013400102260005000076|111404103123|02|0|31|1|04556|51|||0
1114013400101700007015106|111404103126|02|0|9|0|04558|34|||0
1114013400101700007015106|111404103126|02|0|9|0|04558|51|||0
1114013400101810001015144|111404103126|02|0|9|0|04558|63|||0
1114017400102070000001267|111404103143|01|0|8|0|04500|51|||0
1114012500100480002000001|111404103174|01|0|15|1|04552|31|||0
1114015400100690015023397|111404103249|02|0|36|19|04547|71|||0
1114014600102170001015611|111404103266|01|0|38|8|04614|31|||0
1114014600102170001015610|111404103266|01|0|38|8|04614|63|||0
1114014300100380009000002|111404103275|01|0|9|0|04614|31|||0
1114014300100380009000001|111404103275|01|0|9|0|04614|63|||0
1114016700100270003022154|111404103276|01|0|22|0|04516|51|||0
1114016200104050006000001|111404103299|01|0|42|0|04609|31|||0
1114012900100410001020242|111404103330|01|0|6|0|04631|71|||0
1114013800100840013018439|111404103344|01|0|19|16|04626|63|||0
1114011200101940000021480|111404103372|01|0|30|0|04635|71|||0
1117013100107140000000001|111702102003|01|0|98|0|04418|71|||0
